KIC,vt
4489340,nv
4489351,st
4489365,nv
4489414,nv
4489416,mt
4489527,nv
4489557,nv
4489601,nv
4489603,st
4489721,st
4489755,nv
4489784,nv
4489801,nv
4489821,st
4489829,st
4489840,nv
4489844,st
4489907,nv
4489975,nv
4489993,st
4489997,nv
4490044,nv
4490069,nv
4490159,nv
4490326,nv
4490636,mt
4490664,st
4542905,st
4542936,nv
4543003,st
4543048,nv
4543058,nv
4543059,nv
4543084,st
4543158,lt
4543171,nv
4543198,nv
4543226,nv
4543229,nv
4543236,nv
4543237,nv
4543283,nv
4543371,mt
4543412,nv
4543424,nv
4543437,lt
4543452,nv
4543508,mt
4543513,st
4543554,nv
4543577,nv
4543599,nv
4543619,nv
4543652,nv
4543657,st
4543660,nv
4543661,st
4543666,nv
4543677,nv
4543732,st
4543734,mt
4543737,st
4543800,st
4543810,nv
4543822,st
4543879,nv
4543884,st
4543923,nv
4544045,nv
4544059,lt
4544082,nv
4544085,lt
4544170,st
4544571,st
4544572,nv
4544587,eb
4544620,nv
4544623,nv
4544628,nv
4544642,st
4544670,st
4544673,st
4544684,st
4544695,st
4544745,nv
4544757,nv
4544775,nv
4544779,mt
4544783,nv
4544805,nv
4544840,nv
4544843,nv
4544859,nv
4544862,st
4544868,nv
4544900,st
4544907,nv
4544931,lt
4544938,nv
4544948,st
4544961,nv
4544967,nv
4544988,nv
4545064,mt
4545070,nv
4545145,st
4545184,nv
4545187,nv
4545198,nv
4545209,st
4545210,nv
4545213,nv
4545266,nv
4545268,nv
4545307,nv
4545314,nv
4545330,nv
4545336,lt
4545344,st
4545357,nv
4545379,mt
4545401,nv
4545409,nv
4545410,nv
4545413,nv
4545433,nv
4545439,nv
4545474,lt
4545476,st
4545495,lt
4545497,nv
4545532,nv
4545538,nv
4545554,st
4545557,st
4545570,nv
4545574,st
4545595,nv
4545611,st
4545619,nv
4545620,st
4545649,st
4545666,st
4545683,nv
4545711,st
4545729,eb
4545738,nv
4545797,st
4545803,st
4545858,mt
4545861,nv
4545900,st
4545926,nv
4545942,nv
4545947,nv
4545958,nv
4545964,nv
4545983,nv
4545994,st
4546036,nv
4546062,nv
4546091,nv
4546098,nv
4546168,nv
4546185,lt
4546250,nv
4546285,nv
4546305,nv
4546351,nv
4546355,nv
4546357,nv
4546364,nv
4546386,mt
4546387,nv
4546432,nv
4546462,nv
4546498,nv
4546501,nv
4546523,nv
4546539,nv
4546591,nv
4546598,st
4546625,nv
4546642,st
4546719,st
4546746,lt
4546748,st
4546770,st
4546777,lt
4546781,nv
4546907,nv
4546909,nv
4546924,nv
4547005,nv
4547067,eb
4547138,st
4547180,nv
4547204,nv
4547219,nv
4547294,nv
4547308,eb
4547321,st
4547322,nv
4547348,nv
4547377,nv
4547380,st
4547393,nv
4547416,nv
4547471,nv
4547480,eb
4547489,nv
4547500,lt
4547511,nv
4547594,nv
4547603,nv
4547614,nv
4547660,nv
4547684,nv
4547733,nv
4547769,mt
4547830,mt
4547881,nv
4548011,nv
4548074,nv
4548075,nv
4548084,nv
4548088,nv
4548098,nv
4548115,st
4548162,nv
4548182,lt
4548187,nv
4548355,nv
4548387,nv
4548437,nv
4548442,nv
4548450,nv
4548458,st
4548465,st
4548519,nv
4548530,nv
4548551,nv
4548564,nv
4548572,nv
4548575,nv
4548586,nv
4548600,nv
4548605,nv
4548615,nv
4548647,nv
4548654,st
4548671,nv
4548781,nv
4550648,nv
4550741,nv
4550750,eb
4550775,nv
4550776,nv
4550825,nv
4550857,st
4550872,nv
4550881,nv
4550909,nv
4550935,nv
4550962,nv
4550995,nv
4551003,nv
4551014,nv
4551050,lt
4551051,nv
4551095,nv
4551171,nv
4551172,nv
4551189,nv
4551202,st
4551260,lt
4551266,nv
4551289,lt
4551291,nv
4551301,nv
4551320,nv
4551328,eb
4551390,nv
4551410,nv
4551412,nv
4551429,nv
4551461,nv
4551563,nv
4551599,nv
4551645,st
4551649,st
4551663,nv
4551675,nv
4551685,nv
4551704,nv
4551712,nv
4551723,nv
4551739,lt
4551745,lt
4551746,nv
4551763,mt
4551779,nv
4551818,nv
4551822,nv
4551825,nv
4551842,nv
4551948,mt
4551978,nv
4552018,nv
4552031,nv
4552036,nv
4552047,nv
4552062,nv
4552078,st
4552111,nv
4552144,nv
4552152,lt
4552155,lt
4552187,nv
4552198,lt
4552234,nv
4552240,nv
4552267,nv
4552294,nv
4552335,nv
4552347,nv
4552374,nv
4552395,nv
4552411,nv
4552478,nv
4552479,st
4552491,nv
4552514,lt
4552562,nv
4552597,mt
4552607,nv
4552729,nv
4552730,nv
4552791,nv
4552875,nv
4552879,nv
4552914,st
4552939,mt
4552953,nv
4552962,nv
4552970,nv
4552996,lt
4553020,st
4553072,nv
4553079,nv
4553110,nv
4553117,nv
4553144,nv
4553165,nv
4553205,st
4553221,mt
4553226,nv
4553286,nv
4553326,nv
4553339,nv
4553344,nv
4553367,nv
4553377,nv
4553379,lt
4553382,nv
4553391,nv
4553488,nv
4553498,nv
4553499,nv
4553534,nv
4553574,nv
4553592,nv
4553631,nv
4553643,nv
4553644,st
4553655,nv
4553656,nv
4553760,nv
4553780,nv
4553789,lt
4553861,nv
4553880,nv
4553892,nv
4553972,nv
4553975,st
4553979,nv
4554004,eb
4554031,nv
4554044,nv
4554060,nv
4554085,nv
4554094,nv
4554112,nv
4554148,lt
4554156,nv
4554198,nv
4554222,nv
4554290,nv
4554295,nv
4554351,st
4554367,nv
4554393,nv
4554401,nv
4554403,nv
4554415,nv
4554420,nv
4554425,nv
4554437,lt
4554438,nv
4554441,nv
4554472,nv
4554475,lt
4554483,nv
4554491,st
4554561,nv
4554595,nv
4554600,nv
4554617,nv
4554691,nv
4554770,st
4554780,lt
4554789,nv
4554810,nv
4554822,nv
4554830,nv
4554845,nv
4554932,lt
4554957,nv
4554976,st
4554981,nv
4554999,nv
4555021,nv
4555141,nv
4555166,lt
4555169,nv
4555243,lt
4555394,nv
4555404,lt
4555410,nv
4555414,lt
4555433,lt
4555450,nv
4555456,nv
4555494,nv
4555523,nv
4555535,mt
4555566,st
4555636,lt
4555637,nv
4555642,lt
4555661,nv
4555662,st
4555679,nv
4555699,nv
4555711,mt
4555734,nv
4555737,nv
4555752,lt
4555770,nv
4555772,st
4555778,nv
4555802,nv
4555825,nv
4555839,nv
4555881,st
4555920,st
4555937,nv
4555946,lt
4555954,st
4555975,nv
4555985,nv
4556014,nv
4556019,nv
4556086,nv
4556096,nv
4556103,nv
4556110,nv
4556139,nv
4556145,nv
4556184,mt
4556196,nv
4556202,nv
4556211,nv
4556231,lt
4556237,nv
4556245,nv
4556287,lt
4556318,nv
4556345,lt
4556354,st
4556365,st
4556377,nv
4556388,st
4556447,nv
4556465,mt
4556468,nv
4556470,lt
4556473,nv
4556483,nv
4556498,st
4556526,nv
4556556,nv
4556565,nv
4556608,nv
4556617,st
4556618,nv
4556620,nv
4556638,nv
4556646,nv
4556659,nv
4556677,st
4556725,nv
4556774,nv
4556812,nv
4556821,st
4556835,nv
4556864,nv
4556888,st
4556914,nv
4556930,lt
4556978,nv
4556985,nv
4557025,nv
4557026,nv
4557046,nv
4557072,nv
4557099,st
4557231,nv
4557259,nv
4557336,nv
4557341,nv
4557345,nv
4557348,lt
4557406,nv
4557418,nv
4557499,nv
4557515,nv
4557546,lt
4557559,st
4557568,nv
4557572,nv
4557585,st
4557623,nv
4557653,nv
4557668,nv
4557691,lt
4557701,nv
4557720,nv
4557776,nv
4557777,lt
4557785,nv
4557817,nv
4557830,mt
4557842,nv
4557850,nv
4557864,nv
4557877,nv
4557905,st
4557988,nv
4561954,nv
4562023,nv
4562034,nv
4562116,nv
4562148,nv
4562192,nv
4562213,nv
4562228,nv
4562243,nv
4562244,nv
4562260,nv
4562310,nv
4562317,st
4562333,nv
4562411,nv
4562450,nv
4562467,nv
4562532,nv
4562568,nv
4562605,nv
4562615,nv
4562627,nv
4562669,nv
4562675,st
4562712,nv
4562715,nv
4562762,nv
4562786,nv
4562811,nv
4562852,nv
4562867,nv
4562886,nv
4562892,nv
4562939,nv
4562982,mt
4562989,nv
4562996,nv
4563006,nv
4563008,st
4563025,nv
4563035,nv
4563053,nv
4563094,nv
4563134,nv
4563149,nv
4563150,eb
4563188,st
4563191,st
4563204,nv
4563208,nv
4563261,nv
4563268,nv
4563270,nv
4563272,st
4563391,st
4563423,nv
4563472,lt
4584664,nv
4584702,st
4584812,nv
4584865,nv
4584870,nv
4584889,nv
4584916,nv
4584955,nv
4585007,nv
4585010,nv
4585021,nv
4585145,st
4585160,nv
4585201,nv
4585207,nv
4585322,nv
4585327,nv
4585348,nv
4585445,nv
4585486,nv
4585508,nv
4585592,st
4585626,nv
4585631,st
4585662,nv
4585671,nv
4585727,nv
4585736,nv
4585839,mt
4585900,nv
4585905,nv
4585906,nv
4585946,nv
4585976,nv
4585982,nv
4586065,lt
4586077,nv
4586081,nv
4586094,nv
4586099,nv
4586112,st
4586119,nv
4586384,mt
4586420,nv
4586429,nv
4586482,eb
4586498,nv
4586508,nv
4586515,nv
4586559,nv
4586691,st
4586704,nv
4586741,nv
4586745,nv
4586787,nv
4586817,lt
4586859,nv
4586875,nv
4586914,nv
4586924,lt
4587004,nv
4587013,nv
4587050,lt
4587051,nv
4587071,nv
4587135,mt
4587155,nv
4587248,nv
4587266,st
4587268,nv
4587448,nv
4587528,nv
4587732,lt
4587767,nv
4587780,st
4587805,st
4587850,nv
4587907,nv
4587937,nv
4587951,nv
4587977,nv
4588047,nv
4588070,nv
4588073,nv
4588095,st
4588115,lt
4588144,nv
4588147,st
4588210,nv
4588236,nv
4588321,nv
4588362,nv
4588387,lt
4588390,nv
4588406,nv
4588407,nv
4588473,nv
4588487,nv
4588631,st
4588648,nv
4588708,nv
4588755,lt
4588827,nv
4636375,nv
4636451,lt
4636464,mt
4636477,st
4636482,nv
4636485,nv
4636489,nv
4636509,nv
4636526,nv
4636563,nv
4636565,nv
4636566,st
4636578,nv
4636581,st
4636584,nv
4636600,nv
4636603,nv
4636604,nv
4636613,st
4636637,st
4636668,nv
4636699,nv
4636722,st
4636731,nv
4636748,nv
4636769,nv
4636771,nv
4636774,nv
4636788,mt
4636799,nv
4636806,nv
4636825,nv
4636846,lt
4636869,lt
4636898,nv
4636900,nv
4636936,nv
4636938,nv
4636971,nv
4636987,nv
4636988,lt
4636995,st
4636996,nv
4637069,st
4637074,nv
4637389,nv
4637495,st
4637506,nv
4637507,nv
4637514,lt
4637550,nv
4637555,nv
4637591,nv
4637600,nv
4637608,nv
4637644,st
4637658,nv
4637661,st
4637682,nv
4637699,lt
4637708,mt
4637709,st
4637718,nv
4637727,nv
4637729,nv
4637736,nv
4637740,nv
4637751,nv
4637763,nv
4637765,nv
4637793,lt
4637804,nv
4637812,nv
4637842,nv
4637845,mt
4637931,mt
4637939,nv
4637949,nv
4637970,nv
4637975,nv
4637988,nv
4637995,nv
4638001,lt
4638038,nv
4638039,nv
4638052,nv
4638069,nv
4638070,nv
4638071,st
4638112,nv
4638164,nv
4638167,mt
4638237,eb
4638274,nv
4638279,st
4638317,nv
4638325,nv
4638353,nv
4638368,nv
4638392,nv
4638393,nv
4638423,nv
4638430,nv
4638439,st
4638449,st
4638467,nv
4638504,nv
4638505,nv
4638562,lt
4638584,nv
4638608,st
4638624,nv
4638689,nv
4638698,nv
4638705,nv
4638766,nv
4638783,nv
4638835,nv
4638843,nv
4638879,mt
4638884,lt
4638961,nv
4638965,nv
4638988,nv
4638995,nv
4639017,st
4639022,nv
4639032,nv
4639040,nv
4639045,nv
4639098,nv
4639136,st
4639149,nv
4639199,nv
4639266,nv
4639283,lt
4639290,nv
4639291,st
4639306,st
4639311,nv
4639329,mt
4639456,mt
4639484,nv
4639537,nv
4639581,st
4639593,nv
4639648,nv
4639668,nv
4639738,st
4639771,nv
4639776,nv
4639778,nv
4639803,lt
4639847,mt
4639868,eb
4639892,st
4639895,st
4639908,mt
4639909,nv
4639934,nv
4639948,nv
4639967,nv
4640018,nv
4640044,st
4640046,st
4640072,nv
4640082,nv
4640084,nv
4640134,nv
4640185,nv
4640195,nv
4640206,nv
4640281,nv
4640381,nv
4640450,nv
4640452,lt
4640521,nv
4640527,st
4640537,nv
4640540,nv
4640541,nv
4640576,nv
4640657,st
4640707,nv
4640723,nv
4640757,nv
4640843,lt
4640871,st
4640877,nv
4640908,nv
4640914,nv
4640930,lt
4640942,lt
4640983,st
4640996,nv
4641042,lt
4641085,nv
4641089,st
4641091,st
4641097,nv
4641098,mt
4641131,nv
4641191,nv
4641210,nv
4641231,st
4641259,nv
4641342,st
4641383,mt
4641385,lt
4641419,nv
4641431,st
4641439,nv
4641448,nv
4641487,mt
4641506,nv
4641507,nv
4641519,nv
4641535,nv
4641547,nv
4641549,nv
4641555,nv
4641558,nv
4641584,nv
4641621,nv
4641634,lt
4643593,nv
4643773,st
4643780,nv
4643830,nv
4643833,lt
4643841,nv
4643859,nv
4643881,nv
4643888,nv
4643909,nv
4643916,nv
4643976,nv
4643982,lt
4644042,nv
4644065,nv
4644085,mt
4644136,nv
4644162,nv
4644171,nv
4644194,nv
4644195,nv
4644217,nv
4644251,nv
4644275,nv
4644277,st
4644292,lt
4644300,nv
4644320,nv
4644324,st
4644327,nv
4644398,nv
4644502,st
4644509,lt
4644548,nv
4644573,nv
4644594,nv
4644604,nv
4644618,nv
4644642,nv
4644662,nv
4644664,mt
4644697,nv
4644712,mt
4644715,nv
4644773,nv
4644800,st
4644843,nv
4644866,nv
4644881,nv
4644906,st
4644916,nv
4644922,st
4644927,st
4644933,st
4644949,lt
4644951,nv
4644952,st
4644960,nv
4644988,nv
4645012,nv
4645018,lt
4645045,lt
4645047,nv
4645070,nv
4645142,nv
4645150,st
4645160,lt
4645174,nv
4645193,mt
4645218,nv
4645230,nv
4645245,nv
4645257,nv
4645282,nv
4645294,nv
4645328,nv
4645366,mt
4645390,nv
4645400,nv
4645420,nv
4645455,nv
4645474,lt
4645492,st
4645502,nv
4645513,nv
4645518,lt
4645626,lt
4645634,nv
4645692,nv
4645709,mt
4645733,st
4645789,nv
4645792,st
4645793,st
4645822,nv
4645823,nv
4645833,st
4645878,st
4645952,mt
4645958,nv
4645961,nv
4645964,st
4646012,lt
4646077,st
4646129,st
4646135,nv
4646144,nv
4646156,nv
4646159,nv
4646186,nv
4646192,mt
4646226,nv
4646245,nv
4646286,nv
4646297,nv
4646333,nv
4646344,nv
4646358,mt
4646464,nv
4646473,st
4646477,nv
4646488,nv
4646555,nv
4646578,nv
4646581,lt
4646583,nv
4646586,lt
4646611,nv
4646622,nv
4646630,nv
4646633,nv
4646657,st
4646669,nv
4646773,nv
4646779,nv
4646780,nv
4646786,nv
4646798,nv
4646799,nv
4646804,st
4646823,lt
4646828,st
4646835,lt
4646848,st
4646881,st
4646912,st
4646920,nv
4646936,nv
4646974,nv
4646997,nv
4647018,nv
4647084,nv
4647106,lt
4647117,mt
4647128,lt
4647133,nv
4647151,nv
4647195,nv
4647202,nv
4647208,st
4647238,nv
4647299,st
4647309,st
4647313,nv
4647319,nv
4647360,nv
4647377,nv
4647381,nv
4647386,nv
4647399,nv
4647484,nv
4647500,st
4647539,st
4647546,mt
4647569,nv
4647645,nv
4647652,eb
4647662,mt
4647683,nv
4647715,nv
4647720,st
4647721,nv
4647756,st
4647763,st
4647802,lt
4647851,st
4647922,mt
4647949,nv
4647974,st
4648001,nv
4648115,lt
4648153,nv
4648156,lt
4648175,lt
4648180,nv
4648207,lt
4648209,nv
4648211,nv
4648234,st
4648247,nv
4648262,st
4648275,nv
4648303,nv
4648324,nv
4648360,nv
4648414,mt
4648415,nv
4648455,nv
4648466,nv
4648469,nv
4648473,nv
4648480,st
4648485,lt
4648515,nv
4648517,st
4648525,lt
4648534,st
4648547,st
4648556,lt
4648602,lt
4648663,nv
4648702,nv
4648747,st
4648759,nv
4648768,lt
4648848,lt
4648915,nv
4648917,nv
4648919,nv
4648976,st
4648984,st
4649015,st
4649071,nv
4649154,nv
4649171,st
4649173,st
4649238,nv
4649252,nv
4649279,nv
4649300,nv
4649302,mt
4649303,st
4649305,eb
4649324,eb
4649334,lt
4649339,nv
4649344,nv
4649386,nv
4649440,eb
4649441,nv
4649462,nv
4649468,st
4649476,st
4649508,nv
4649525,nv
4649547,nv
4649548,st
4649555,nv
4649561,nv
4649625,st
4649627,mt
4649633,nv
4649635,nv
4649650,nv
4649711,st
4649749,nv
4649750,nv
4649759,nv
4649785,st
4649813,nv
4649820,nv
4649839,st
4649925,mt
4650035,nv
4650093,nv
4650196,nv
4650219,mt
4650253,nv
4650270,st
4650281,lt
4650327,st
4650342,nv
4650350,st
4650365,nv
4650386,lt
4650422,st
4650494,nv
4650497,nv
4650563,nv
4650566,nv
4650607,mt
4650674,nv
4650679,st
4650685,st
4650686,nv
4650693,lt
4650696,mt
4650704,st
4650707,lt
4650709,nv
4650733,nv
4650767,nv
4650794,lt
4650830,nv
4650835,nv
4650882,st
4650908,st
4650909,nv
4650915,nv
4650927,nv
4650936,mt
4650943,nv
4650944,nv
4650957,nv
4650995,lt
4651014,st
4651043,st
4651064,nv
4651080,lt
4651121,nv
4651138,mt
4651163,nv
4651173,nv
4651220,nv
4651236,nv
4651238,lt
4651258,nv
4651273,nv
4651278,nv
4651285,nv
4651311,nv
4651312,nv
4651313,nv
4651323,nv
4651327,nv
4651328,nv
4651334,st
4651366,lt
4651376,lt
4651398,nv
4651399,nv
4651430,st
4651526,eb
4651565,nv
4651570,nv
4651574,nv
4651600,nv
4651644,nv
4651651,nv
4655610,nv
4655612,nv
4655752,nv
4655786,nv
4655788,mt
4655790,nv
4655830,nv
4655929,nv
4655956,st
4655975,st
4655999,st
4656008,nv
4656011,nv
4656049,nv
4656053,nv
4656246,nv
4676964,st
4676985,nv
4677074,lt
4677140,nv
4677142,nv
4677191,nv
4677194,nv
4677200,nv
4677207,lt
4677223,lt
4677247,lt
4677271,nv
4677281,nv
4677282,mt
4677300,nv
4677321,eb
4677446,nv
4677478,nv
4677621,nv
4677660,nv
4677684,nv
4677691,nv
4677837,nv
4677858,nv
4677941,st
4678025,nv
4678118,nv
4678171,eb
4678188,nv
4678223,nv
4678241,nv
4678250,lt
4678358,nv
4678401,st
4678445,nv
4678455,mt
4678536,nv
4678579,nv
4678610,nv
4678677,st
4678681,nv
4678686,nv
4678693,nv
4678714,nv
4678743,nv
4678820,nv
4678873,st
4678919,nv
4679045,nv
4679079,nv
4679093,nv
4679100,nv
4679104,nv
4679110,nv
4679127,nv
4679132,st
4679151,nv
4679184,nv
4679233,nv
4679242,nv
4679269,nv
4679307,nv
4679314,nv
4679369,st
4679392,nv
4679432,st
4679444,nv
4679457,nv
4679472,nv
4679513,nv
4679528,nv
4679562,nv
4679612,nv
4679615,nv
4679670,nv
4679687,eb
4679692,nv
4679696,st
4679711,nv
4679768,nv
4679769,st
4679776,st
4679834,nv
4679842,mt
4679850,nv
4679864,nv
4679875,st
4679943,nv
4679950,nv
4679988,st
4680002,nv
4680180,st
4680242,nv
4680268,lt
4680284,nv
4680338,nv
4680370,nv
4680437,nv
4680494,nv
4680543,nv
4680570,nv
4680597,nv
4680616,nv
4680642,nv
4680649,st
4680656,nv
4680670,nv
4680677,nv
4680688,st
4680745,nv
4680747,nv
4680753,nv
4680772,nv
4680912,nv
4680923,nv
4680949,st
4680982,nv
4680991,nv
4681041,st
4681063,st
4681067,nv
4681121,nv
4681152,eb
4681196,mt
4681233,mt
4681260,st
4681294,st
4681298,nv
4681299,nv
4681322,st
4681323,st
4681327,nv
4681356,nv
4681385,nv
4681388,nv
4681408,st
4681500,nv
4681502,nv
4681519,nv
4681551,nv
4681582,nv
4681628,nv
4681634,nv
4681667,nv
4681711,nv
4681731,nv
4681777,nv
4681812,nv
4681834,nv
4681874,nv
4681906,nv
4681924,nv
4681993,nv
4681994,st
4682024,st
4682056,st
4682158,nv
4682195,nv
4682420,nv
4682430,st
4682541,nv
4682630,nv
4682658,nv
4682854,nv
4728952,nv
4729092,nv
4729219,nv
4729531,lt
4729553,eb
4729563,nv
4729586,nv
4729605,nv
4729652,nv
4729654,nv
4729656,nv
4729709,lt
4729761,nv
4729799,nv
4729857,nv
4729920,mt
4729962,st
4729986,nv
4730040,nv
4730042,mt
4730057,nv
4730060,nv
4730106,lt
4730120,nv
4730123,st
4730137,lt
4730152,mt
4730162,nv
4730248,nv
4730275,st
4730322,nv
4730331,mt
4730442,nv
4730451,nv
4730473,nv
4730551,st
4730648,mt
4730735,st
4730739,mt
4730768,nv
4730818,lt
4730902,st
4730913,nv
4730961,st
4730972,nv
4731007,nv
4731085,nv
4731118,nv
4731125,st
4731138,lt
4731143,st
4731148,nv
4731155,nv
4731257,nv
4731294,nv
4731303,st
4731391,nv
4731409,nv
4731525,st
4731577,mt
4731586,mt
4731594,st
4731622,st
4731776,st
4731797,nv
4731815,nv
4731916,nv
4731919,st
4731929,nv
4731934,nv
4731938,nv
4731956,mt
4731961,nv
4732010,st
4732015,nv
4732026,nv
4732081,nv
4732111,nv
4732137,lt
4732150,mt
4732152,nv
4732163,nv
4732188,nv
4732190,nv
4732224,nv
4732250,nv
4732329,nv
4732343,st
4732344,nv
4732352,mt
4732363,nv
4732422,st
4732446,lt
4732475,st
4732481,nv
4732486,mt
4732515,st
4732540,lt
4732596,lt
4732603,nv
4732672,nv
4732678,st
4732683,mt
4732693,mt
4732733,st
4732759,nv
4732806,lt
4732861,lt
4732914,st
4732983,nv
4733003,st
4733023,st
4733082,nv
4733216,nv
4733219,lt
4733261,nv
4733318,nv
4733344,nv
4733364,lt
4733374,nv
4733375,nv
4733420,nv
4733445,nv
4733496,nv
4733532,mt
4735591,nv
4735604,lt
4735672,nv
4735754,st
4735815,st
4735826,nv
4735830,nv
4735859,lt
4735899,nv
4735931,lt
4735952,st
4736011,nv
4736074,st
4736079,mt
4736112,nv
4736137,nv
4736201,mt
4736208,eb
4736240,nv
4736244,nv
4736272,st
4736294,nv
4736349,nv
4736363,nv
4736395,lt
4736427,nv
4736432,nv
4736439,mt
4736440,nv
4736457,nv
4736463,nv
4736470,nv
4736499,nv
4736508,nv
4736527,nv
4736537,nv
4736554,st
4736561,nv
4736562,nv
4736564,nv
4736566,nv
4736569,st
4736611,nv
4736615,st
4736644,lt
4736778,st
4736791,nv
4736809,st
4736896,nv
4736913,nv
4737017,lt
4737094,st
4737115,lt
4737129,nv
4737132,nv
4737155,nv
4737198,lt
4737215,nv
4737223,st
4737225,st
4737236,st
4737253,nv
4737267,eb
4737302,eb
4737322,nv
4737354,nv
4737360,nv
4737364,nv
4737368,nv
4737378,nv
4737383,st
4737386,st
4737398,nv
4737440,nv
4737442,lt
4737480,nv
4737508,nv
4737550,nv
4737554,mt
4737572,nv
4737580,nv
4737595,st
4737602,nv
4737621,nv
4737660,nv
4737685,nv
4737705,nv
4737720,st
4737728,mt
4737731,st
4737756,lt
4737779,nv
4737785,st
4737789,mt
4737848,nv
4737850,st
4737919,st
4737923,nv
4737942,nv
4737965,nv
4737983,st
4738015,st
4738030,nv
4738072,lt
4738095,mt
4738106,nv
4738114,nv
4738155,nv
4738238,st
4738249,mt
4738255,nv
4738257,mt
4738308,lt
4738364,nv
4738414,nv
4738426,eb
4738451,nv
4738460,nv
4738512,nv
4738515,lt
4738539,lt
4738550,st
4738590,nv
4738610,nv
4738640,nv
4738692,lt
4738693,mt
4738722,st
4738749,mt
4738756,lt
4738764,nv
4738788,nv
4738796,nv
4738882,nv
4738885,lt
4738909,nv
4738932,nv
4738933,nv
4738944,nv
4738956,nv
4738959,nv
4739016,lt
4739030,mt
4739054,lt
4739060,nv
4739078,nv
4739088,nv
4739164,nv
4739167,nv
4739183,mt
4739187,st
4739191,st
4739194,eb
4739202,nv
4739226,nv
4739229,nv
4739240,mt
4739246,nv
4739269,st
4739290,nv
4739323,nv
4739347,nv
4739363,lt
4739532,nv
4739565,lt
4739604,nv
4739638,nv
4739683,nv
4739686,mt
4739697,nv
4739703,nv
4739728,nv
4739743,nv
4739768,st
4739771,nv
4739788,mt
4739791,eb
4739825,nv
4739826,nv
4739863,nv
4739885,st
4739893,nv
4739906,nv
4739932,nv
4739956,st
4739982,nv
4740019,st
4740066,nv
4740070,nv
4740124,lt
4740125,nv
4740140,nv
4740164,nv
4740194,st
4740244,mt
4740270,nv
4740287,nv
4740342,nv
4740364,nv
4740375,st
4740400,nv
4740406,mt
4740412,nv
4740486,mt
4740500,lt
4740518,lt
4740581,nv
4740598,st
4740659,st
4740662,mt
4740676,eb
4740688,nv
4740767,nv
4740780,mt
4740819,nv
4740822,nv
4740871,st
4740878,st
4740901,nv
4740971,lt
4741000,nv
4741003,nv
4741026,lt
4741034,lt
4741069,nv
4741084,mt
4741085,st
4741126,lt
4741260,st
4741272,st
4741317,nv
4741348,nv
4741349,st
4741359,nv
4741375,lt
4741413,nv
4741474,lt
4741484,nv
4741516,lt
4741541,st
4741565,st
4741576,st
4741625,nv
4741685,lt
4741688,nv
4741698,st
4741699,nv
4741710,mt
4741748,nv
4741754,nv
4741767,lt
4741775,lt
4741776,nv
4741777,nv
4741809,st
4741839,st
4741851,nv
4741867,nv
4741907,nv
4741919,st
4741931,lt
4741940,st
4741942,st
4741961,nv
4741984,st
4742000,lt
4742074,st
4742092,nv
4742145,nv
4742186,st
4742188,nv
4742211,nv
4742235,nv
4742269,mt
4742287,lt
4742301,nv
4742306,nv
4742311,nv
4742316,lt
4742350,nv
4742356,lt
4742414,lt
4742425,st
4742436,st
4742440,nv
4742447,mt
4742452,nv
4742461,mt
4742471,nv
4742494,nv
4742509,nv
4742533,st
4742541,st
4742632,nv
4742655,st
4742702,st
4742705,nv
4742716,nv
4742724,st
4742786,nv
4742800,st
4742825,nv
4742829,st
4742870,lt
4742875,nv
4742888,nv
4742905,nv
4742909,nv
4742915,lt
4742956,nv
4743037,nv
4743065,st
4743066,st
4743081,st
4743097,st
4743104,nv
4743116,nv
4743123,nv
4743125,lt
4743126,nv
4743135,lt
4743177,nv
4743180,mt
4743186,nv
4743188,lt
4743196,nv
4743204,nv
4743209,mt
4743241,nv
4743248,nv
4743258,nv
4743267,nv
4743327,nv
4743351,nv
4743356,nv
4743357,nv
4743366,nv
4743386,nv
4743400,nv
4743401,nv
4743426,nv
4743433,lt
4743435,nv
4743440,nv
4743508,eb
4743513,nv
4743548,nv
4743574,nv
4743582,st
4743611,nv
4743622,mt
4743626,eb
4743665,nv
4743666,nv
4743682,nv
4743746,nv
4743808,nv
4743839,nv
4743857,nv
4743859,nv
4743867,nv
4743924,nv
4743968,nv
4743972,nv
4744044,nv
4744048,nv
4744261,nv
4768149,st
4768279,nv
4768332,nv
4768401,nv
4768453,nv
4768583,nv
4768611,nv
4768668,nv
4768671,nv
4768677,nv
4768688,nv
4768698,nv
4768702,nv
4768708,nv
4768731,st
4768756,mt
4768796,nv
4768846,nv
4768910,nv
4768919,nv
4768944,nv
4768961,nv
4768977,nv
4769007,nv
4769076,nv
4769109,nv
4769169,nv
4769185,nv
4769228,nv
4769249,nv
4769372,nv
4769443,nv
4769462,nv
4769488,nv
4769505,st
4769549,lt
4769641,nv
4769665,nv
4769680,nv
4769764,nv
4769765,nv
4769794,st
4769799,eb
4769824,nv
4769833,st
4769868,nv
4769931,nv
4769935,nv
4769998,nv
4770008,nv
4770022,nv
4770042,lt
4770092,lt
4770093,nv
4770111,mt
4770149,lt
4770174,lt
4770187,nv
4770232,st
4770260,st
4770288,nv
4770322,nv
4770365,nv
4770372,nv
4770525,lt
4770589,st
4770614,nv
4770617,st
4770674,mt
4770707,nv
4770712,nv
4770798,nv
4770838,nv
4770846,nv
4770881,nv
4770891,nv
4770893,nv
4770910,nv
4770917,nv
4770934,nv
4771030,lt
4771037,nv
4771137,nv
4771149,lt
