KIC,period,period_err,bjd0,bjd0_err,morph,GLon,GLat,kmag,Teff,SC
3240976,15.2388691,0.0000537,55002.37743,-1,-1,71.4361,9.2484,14.502,6124,FALSE
10659313,15.2493371,0.0000529,54961.4126,0.024694,0.06,79.1214,15.8008,13.593,6167,FALSE
4678171,15.2887092,0.0000537,54965.80532,0.029154,0.08,74.2934,6.936,15.993,4240,FALSE
5286221,15.2959828,0.0000529,55004.34801,-1,-1,74.1126,8.8862,11.914,8001,FALSE
7955301,15.3244193,0.0000537,54968.2729,0.420237,0.33,75.4476,13.4825,12.672,4821,TRUE
11069176,15.3796149,0.0000537,54976.38256,0.041997,0.14,78.2439,19.9687,13.127,5821,TRUE
8678664,15.4204002,0.0000562,55012.77674,0.015965,0.03,75.6255,15.8852,15.596,5276,FALSE
5396122,15.444304,0.0000685,54971.16658,0.014548,0.06,75.9425,5.7988,15.838,5658,FALSE
8111622,15.4460592,0.0000545,54978.53336,0.028371,0.07,77.738,9.5648,15.488,5603,FALSE
6147122,15.4514983,0.0000537,54959.76368,0.025041,0.06,76.0775,7.3415,11.798,7625,FALSE
6841577,15.5375346,0.0000571,54973.27266,0.037217,0.09,72.2463,17.2605,14.875,5478,FALSE
11768970,15.541353,0.0000545,54959.41378,0.016572,0.03,82.5818,13.3551,12.658,5038,TRUE
3830820,15.582788,0.0000553,54968.11426,0.025828,0.06,69.2206,15.3974,15.368,3902,FALSE
11044779,15.6086226,0.0000698,55195.82273,0.038629,0.14,82.3463,10.8429,15.466,5362,TRUE
4372765,15.6398,0.0002024,55004.5354,0.238643,0.11,72.6613,9.2802,18.231,6282,FALSE
9834257,15.6514391,0.0000553,55003.01488,0.036964,0.1,79.0621,12.7794,12.429,6342,FALSE
7601633,15.6638729,0.0000553,54964.73143,0.016189,0.04,74.8643,13.4708,13.439,5982,TRUE
9965691,15.6831951,0.0000553,54965.93057,-1,-1,80.6056,10.4029,13.102,6221,FALSE
9549472,15.7137908,0.0000562,54965.09716,0.072513,0.18,80.7529,8.6776,14.049,5571,FALSE
11824222,15.8413359,0.0000562,54978.4599,0.012445,0.02,83.2315,12.3228,14.497,4987,FALSE
6233466,15.8733069,0.0001226,55008.61307,0.052301,0.13,76.5644,6.6991,14.679,5400,FALSE
7377343,15.9089508,0.0009445,55000.29454,0.038843,0.13,76.681,9.4345,14.406,5965,FALSE
2580872,15.9266276,0.0000571,54978.5513,0.044913,0.12,70.8232,9.2907,14.88,5293,FALSE
9291748,15.9269941,0.0000589,55009.30106,0.070059,0.17,79.1566,10.7154,15.538,5012,FALSE
11568987,15.9599451,0.0000571,55004.50873,0.037756,0.1,82.7335,12.2128,13.235,5941,TRUE
11874338,15.9751769,0.0000571,55000.6628,0.021747,0.12,83.3639,12.3522,13.933,5041,FALSE
11408935,15.9950902,0.0000571,54980.3047,0.064669,0.15,81.9917,13.039,15.284,5660,TRUE
4078157,16.0246714,0.0000723,54960.32708,0.033062,0.07,73.476,7.1909,15.484,5547,FALSE
5796675,16.0806761,0.000058,54967.51722,0.024754,0.05,74.1665,10.0684,13.653,4628,TRUE
9965206,16.2275503,0.0000737,55196.82458,0.031729,0.09,80.5433,10.4757,15.901,5092,FALSE
5622250,16.2942135,0.0000589,54976.19296,0.037638,0.09,73.5474,10.672,14.203,6215,FALSE
8879427,16.3132849,0.0000589,54969.85316,0.028757,0.07,76.5456,14.4765,14.524,5715,FALSE
3729724,16.4187555,0.0000589,54999.17647,-1,-1,69.4328,14.6093,12.093,-1,FALSE
6421188,16.4343542,0.0000618,54969.28772,0.037088,0.09,71.4868,17.6728,13.814,5657,FALSE
10485250,16.4697832,0.0000618,55013.88612,0.069579,0.2,81.2835,10.9009,15.788,4957,TRUE
6448768,16.4867982,0.0000599,54981.09013,0.05297,0.13,74.914,10.3393,13.645,5859,FALSE
8023317,16.5790023,0.0000599,54979.73348,0.052909,0.13,75.4709,13.6645,12.887,5625,TRUE
5979863,16.6218542,0.0000608,54966.55188,0.027927,0.07,75.5739,7.9046,15.229,5698,FALSE
6847018,16.6621665,0.0000599,54958.52359,0.025093,0.06,72.9902,15.5373,13.344,6211,FALSE
5735878,16.8320824,0.0000608,54966.17441,0.059794,0.14,76.0797,6.3132,13.125,6045,FALSE
7672068,16.8361771,0.0000608,55005.3253,-1,-1,74.3423,14.8478,12.434,5942,FALSE
7987749,17.030854,0.0000629,54978.54199,0.027241,0.06,78.7821,7.3457,14.461,5349,FALSE
7751562,17.0421586,0.0000629,54975.42558,0.057028,0.13,75.4993,12.6267,15.252,5951,FALSE
8356054,17.0812314,0.0000795,55282.97439,0.021724,0.07,75.3529,15.1843,15.863,5231,FALSE
3342592,17.1773261,0.0000639,54969.19154,0.061224,0.13,71.0473,10.2608,14.923,5717,FALSE
2719873,17.2792902,0.0000639,54968.27335,0.032901,0.07,71.1098,9.0799,15.16,5086,FALSE
9001468,17.3299655,0.0000639,54975.72645,0.050602,0.12,74.9722,19.01,15.2,4949,FALSE
6842345,17.3816119,0.0000698,55010.17192,0.018727,0.04,72.3381,17.0121,15.567,5834,FALSE
6522750,17.4456414,0.0000639,54968.74546,0.035913,0.09,74.3777,11.5679,11.23,5547,TRUE
4044005,17.5119471,0.000065,54954.74755,0.012889,0.02,70.327,13.3262,12.336,-1,TRUE
6131659,17.5278303,0.000065,54960.0414,0.034049,0.09,74.7165,9.7685,12.534,4870,TRUE
8075618,17.5612071,0.000065,54970.92304,0.020011,0.04,73.2602,19.3126,15.674,5288,FALSE
11187837,17.604587,0.0000662,54968.29031,0.030311,0.09,80.3107,15.4443,15.613,3897,TRUE
5546761,17.6706523,0.0000662,54964.58857,0.10191,0.15,74.5197,8.6371,14.874,5564,TRUE
4079530,17.7271,0.0002376,54994.77137,0.027534,0.07,73.6253,7.0473,15.556,5755,FALSE
3230787,17.7340523,0.0000662,54959.18369,0.044793,0.09,70.4925,11.1293,12.553,5669,TRUE
6145939,17.7454139,0.000078,55006.19522,0.025896,0.05,75.9485,7.5315,12.366,6090,FALSE
12251650,17.7619949,0.0000662,54971.65849,0.016582,0.03,81.6329,18.0162,14.762,4952,FALSE
7812175,17.7939247,0.0001952,55002.61267,0.028586,0.06,74.6197,14.8373,16.328,-1,FALSE
5807579,17.8443251,0.0000673,54966.69394,0.031135,0.07,75.1411,8.2262,13.745,-1,FALSE
12316447,17.9077,0.0001952,55008.51918,0.035719,0.09,83.9758,13.0614,16.107,5934,FALSE
10198109,17.9187428,0.0000673,54979.3922,0.030471,0.07,77.9904,16.6111,13.776,5592,FALSE
8179747,17.9462768,0.0000673,54969.94886,0.050428,0.11,77.8036,9.6178,14.933,5040,FALSE
5284262,17.9633117,0.0000673,55004.96196,-1,-1,73.9078,9.2302,13.11,6349,FALSE
11923629,17.9732836,0.0000673,54995.52806,-1,-1,83.3265,12.5399,12.257,5975,FALSE
7177553,17.9964667,0.0000673,54954.54584,0.029083,0.06,72.3892,17.9155,11.511,-1,TRUE
8151107,18.0013083,0.0000673,55010.2773,-1,-1,74.3956,16.6527,12.553,6524,TRUE
7624297,18.019652,0.0000685,54981.66661,0.031512,0.07,77.1408,9.224,14.928,5135,FALSE
10330495,18.0600812,0.0000685,54971.61023,0.084595,0.18,78.3062,16.4558,14.724,5132,TRUE
9896435,18.0767,0.0002024,54997.32849,0.019852,0.04,79.5225,12.3192,16.636,-1,FALSE
4932691,18.1120792,0.0000685,54967.71267,0.042021,0.1,73.4209,9.1275,13.627,7109,FALSE
5876805,18.1730361,0.0000862,55188.23052,0.071832,0.15,73.6271,11.174,15.927,5559,FALSE
4545729,18.3835201,0.0000698,55011.69043,-1,-1,70.4731,14.4161,13.111,6096,FALSE
5702939,18.3982007,0.0000698,54996.29837,0.036583,0.09,73.1741,11.7901,14.168,5634,FALSE
10992733,18.5259185,0.000071,54977.1941,0.034407,0.08,82.5431,10.3267,15.124,5274,FALSE
6593363,18.5278243,0.0000698,54972.25683,0.043398,0.09,73.1047,14.4787,12.893,5865,TRUE
9278553,18.610095,0.000071,54972.08428,0.031221,0.07,77.5693,13.8894,15.84,5848,FALSE
5095269,18.6119616,0.0000698,54966.86529,0.026717,0.05,72.3336,11.747,13.528,6227,FALSE
2010607,18.632296,0.000071,54974.48968,-1,-1,69.7736,10.5638,11.347,6122,TRUE
7021177,18.6453284,0.0000737,55017.49741,0.021714,0.06,73.5404,14.6917,15.511,5684,FALSE
9119405,18.6463233,0.000071,54972.09116,0.053985,0.11,80.5974,7.5435,13.729,5569,FALSE
9838975,18.6928663,0.000071,54976.83231,0.029588,0.06,79.6316,11.6747,16.147,5018,FALSE
10332789,18.7407263,0.0000723,54968.20643,0.036371,0.08,78.6423,15.7395,15.861,5893,FALSE
8711548,18.778161,0.0000723,54982.81467,0.265347,0.07,79.4032,8.4964,13.944,6529,FALSE
6762829,18.7952663,0.0000723,54971.6679,0.078533,0.15,73.0573,15.1391,13.941,5640,TRUE
2437149,18.7987347,0.0002837,55008.62182,0.044609,0.11,69.9508,10.9136,17.628,5130,TRUE
3341934,18.8394967,0.0000723,54970.76858,0.036673,0.07,71.0279,10.4001,15.291,5992,FALSE
11494130,18.9554142,0.0000723,54962.68386,-1,-1,79.2865,19.5423,10.988,6330,TRUE
11572363,19.0277526,0.0000723,54998.4734,-1,-1,83.1695,11.4872,12.426,6069,FALSE
3850086,19.1142466,0.0000737,55012.16512,-1,-1,71.4627,10.6032,11.239,6230,TRUE
12253490,19.1597425,0.0000737,54974.56755,0.019797,0.04,81.8478,17.2961,15.053,4431,FALSE
10480982,19.221388,0.0000751,54979.10868,0.030146,0.06,80.8696,11.7068,15.341,5876,FALSE
9777062,19.2300378,0.0000737,54965.58071,0.043129,0.08,79.4386,12.0202,12.241,7466,TRUE
7375795,19.3007961,0.0000737,54966.3597,0.054663,0.12,76.4892,9.6635,13.601,-1,TRUE
10004546,19.3569135,0.0000751,54983.98141,-1,-1,78.0507,15.7101,12.908,5936,FALSE
8690001,19.3592717,0.0022831,54986.63305,0.076133,0.14,77.0932,12.7178,14.257,5938,FALSE
4649440,19.3707322,0.0000751,55000.04642,0.013084,0.04,71.7606,11.8296,12.956,5109,FALSE
8702921,19.3843829,0.0000751,54970.21434,-1,-1,78.6063,9.8487,11.98,4824,FALSE
10464078,19.4040168,0.0000751,54966.67418,0.085342,0.2,78.8652,15.669,15.487,4877,FALSE
10753734,19.4066925,0.0000751,54982.80708,0.031032,0.07,82.2374,9.946,13.564,5446,FALSE
10711913,19.4080156,0.000078,55007.20418,0.038081,0.08,77.5761,19.9831,15.521,5474,FALSE
10518735,19.515,0.0002188,55008.24639,0.028163,0.06,77.6313,19.0681,16.739,5146,FALSE
5982353,19.563095,0.0000751,54967.35395,0.048433,0.1,75.7457,7.5472,11.115,5961,TRUE
11242721,19.651205,0.0000795,54973.09976,0.039917,0.08,80.6078,15.0733,15.536,5788,FALSE
11235323,19.6684015,0.0000765,54965.52319,0.125934,0.29,79.5919,17.5456,13.486,5071,TRUE
3547874,19.6921722,0.0000765,54999.26698,-1,-1,71.5064,9.8526,10.952,6371,TRUE
8197761,19.73845,0.0000765,55011.44889,0.147568,0.07,79.5081,6.7573,10.656,7068,TRUE
6117415,19.7416252,0.0000765,54969.44649,-1,-1,73.1882,12.7227,10.543,6282,TRUE
10489539,19.7638777,0.0000765,55006.63678,0.170685,0.28,81.6564,10.1768,12.25,-1,FALSE
4055765,19.932,0.000078,55004.07316,0.035154,0.1,71.5998,10.8602,12.598,6440,TRUE
7436177,19.9335233,0.0013735,54996.88229,0.052514,0.1,74.4484,13.8984,14.575,6270,FALSE
3734660,19.9421366,0.000078,55004.35291,-1,-1,70.0749,13.209,12.935,6030,FALSE
9016295,19.974483,0.000078,54984.65484,0.02716,0.05,76.8497,14.4611,15.217,5819,FALSE
5130380,19.983,0.0002276,55009.91841,0.080312,0.16,75.525,5.9907,16.299,5655,FALSE
4862625,20.0002491,0.0000795,54967.81934,0.032114,0.06,74.8691,6.4405,13.718,6149,TRUE
5017127,20.0064041,0.000078,54991.92559,-1,-1,73.2651,9.6446,12.51,6195,FALSE
9117416,20.0346008,0.000078,54978.46625,0.040034,0.17,80.4662,7.9357,13.266,-1,FALSE
6449552,20.1488111,0.0000795,54968.81078,0.049051,0.09,74.9772,10.181,14.904,5357,FALSE
8912308,20.174443,0.0000795,55005.75573,-1,-1,80.0348,7.8828,11.432,4872,FALSE
3749404,20.3063852,0.0000795,54981.16619,-1,-1,71.5886,10.0716,10.575,7144,TRUE
5872150,20.3551034,0.0000811,54967.64586,0.04048,0.08,73.1247,12.2243,14.557,5816,TRUE
11506235,20.4130553,0.0000811,54973.01602,0.028334,0.05,81.196,15.1803,14.874,5676,FALSE
9661869,20.4271,0.0002376,55009.77582,0.070205,0.04,79.9666,10.5841,16.677,5915,FALSE
11869052,20.545495,0.0000811,54970.90948,0.022169,0.03,82.7068,13.6581,12.003,5525,TRUE
9291629,20.686104,0.0000828,54967.61846,1.385689,0.53,79.1275,10.7321,13.957,4629,FALSE
11970288,20.7023187,0.0000811,55008.52161,-1,-1,83.0776,13.2585,11.308,6690,FALSE
7105574,20.7260663,0.0000828,54976.20069,0.039866,0.08,73.6852,14.6651,14.069,5765,FALSE
9284741,20.7292642,0.0000828,54974.2269,0.027373,0.09,78.3517,12.2883,14.807,5085,FALSE
9837578,20.733749,0.0000828,54965.84583,0.037101,0.08,79.5413,12.0434,15.726,5359,TRUE
9596089,20.83899,0.0038107,55008.17256,0.014885,0.03,79.2689,11.5464,16.583,5177,FALSE
8569819,20.8499218,0.0000828,54970.55797,0.090289,0.17,77.9919,10.4824,13.04,7137,FALSE
10258558,20.8678557,0.0000845,54969.4031,0.035651,0.11,77.2931,18.565,14.492,5862,FALSE
7122259,20.882168,0.0001054,55292.8,0.048118,0.12,75.397,11.0609,15.6,6122,FALSE
10602291,20.9273614,0.0000845,54972.32489,0.022581,0.03,80.0343,13.5789,14.877,5812,TRUE
8211605,20.979525,0.0001054,55001.67575,0.141374,0.04,73.4704,19.3764,15.486,4995,FALSE
10228942,21.0254417,0.0000845,54960.19646,0.040718,0.08,81.479,9.7131,13.079,6361,FALSE
4247092,21.0564163,0.0000845,55004.12954,-1,-1,70.3237,13.9495,14.169,5565,TRUE
9786821,21.1200186,0.0000845,54962.0078,0.014194,0.02,80.4769,10.02,11.51,-1,TRUE
5091614,21.1424579,0.0000845,54971.39091,0.032565,0.06,72.0288,12.5085,14.083,5820,FALSE
9673173,21.29474,0.0000862,54980.09593,0.046439,0.09,81.0947,8.5518,13.731,5838,FALSE
10319590,21.3204594,0.0000862,54965.71674,0.085213,0.09,76.7456,20.3503,13.729,5518,FALSE
6388770,21.3419702,0.0000862,55009.78662,0.214152,0.43,76.5146,7.2637,13.87,6073,FALSE
5193386,21.3782936,0.0000862,54980.20384,0.166592,0.32,73.5322,9.6857,13.998,4797,TRUE
2437505,21.476422,0.0001407,54982.26186,0.03346,0.06,69.9671,10.8998,17.29,-1,FALSE
2697935,21.5133595,0.0001029,55008.46944,-1,-1,69.1922,12.953,10.63,4883,FALSE
5460835,21.5392736,0.0000881,54977.15354,0.032896,0.06,74.3896,8.7263,14.293,5864,FALSE
9474969,21.5705056,0.0000862,54984.79252,0.092816,0.17,79.3296,11.0562,12.462,6085,TRUE
1026957,21.7613058,0.0000881,54956.01711,0.011314,0.01,69.3933,9.7104,12.559,4845,TRUE
4252226,21.8589584,0.00009,54984.2622,0.039068,0.07,70.8906,12.6315,13.916,5650,FALSE
5175668,21.8821152,0.0000881,55007.26081,-1,-1,71.6796,13.3305,13.342,6234,FALSE
4769799,21.9293139,0.0000881,54968.50553,0.061744,0.12,74.4552,6.9982,10.946,4911,TRUE
7050060,22.044,0.00009,55012.47282,-1,-1,76.3971,8.9919,12.999,-1,FALSE
8167978,22.0527157,0.0000983,55006.60582,0.035626,0.06,76.4846,12.0103,15.44,5301,FALSE
11519226,22.1607147,0.00009,54973.01801,0.021853,0.03,82.8483,11.7928,13.034,5646,TRUE
11288684,22.2100629,0.000092,54998.31834,-1,-1,79.7049,17.5087,13.78,-1,FALSE
8322564,22.2588457,0.00009,55005.67192,-1,-1,78.831,8.2601,12.421,5355,FALSE
11656302,22.2648087,0.000092,54983.8374,0.063683,0.11,80.7193,16.8229,14.626,5172,FALSE
4633434,22.2712087,0.000094,54967.75914,0.027815,0.04,69.8096,16.1612,15.362,4902,FALSE
11859811,22.3141477,0.000092,54967.21026,-1,-1,81.3458,16.5919,10.833,-1,FALSE
7975727,22.418315,0.000092,54983.37896,0.038808,0.07,77.6708,9.1488,14.479,5153,FALSE
8559863,22.4704963,0.000092,54976.28409,0.045994,0.08,76.7672,12.8625,12.723,5154,TRUE
8364969,22.5719568,0.000094,54978.03398,0.025223,0.03,76.5176,12.8517,15.45,5431,FALSE
11506938,22.5747805,0.000092,55004.62579,-1,-1,81.2896,14.9747,11.612,6373,FALSE
4649305,22.6511384,0.000094,54973.33678,-1,-1,71.7641,11.8605,13.682,6742,TRUE
8210721,22.6728162,0.000094,54971.14208,0.048256,0.08,73.2901,19.7695,14.274,5412,FALSE
10491544,22.7719842,0.000094,54996.25522,0.049644,0.1,81.8606,9.8624,13.436,4835,FALSE
10491554,22.7721203,0.0002024,54996.21624,0.049217,0.07,81.8607,9.8612,15.018,5785,FALSE
12017140,22.8452421,0.0000961,54982.95665,0.037556,0.06,82.8417,14.0678,13.883,6026,FALSE
4144236,22.9134572,0.000094,54973.64578,0.025487,0.03,70.4863,13.2117,11.856,6346,TRUE
8095275,23.0073495,0.0000961,54919.8908,2.498918,-1,75.9235,13.0742,13.606,4683,FALSE
4178389,23.2105233,0.0000983,54967.38524,0.020342,0.02,73.4827,7.4558,14.228,5645,TRUE
6963171,23.3082187,0.0015784,54997.77756,-1,-1,76.1747,9.246,14.106,5931,FALSE
10418797,23.3553477,0.0000983,54979.47776,0.029766,0.04,81.1161,10.9629,15.278,5556,TRUE
10616571,23.6731066,0.0001005,54969.95616,0.111899,0.18,81.5699,10.6638,13.057,5544,TRUE
5986209,23.7379705,0.0001259,55297.37471,0.023134,0.03,76.0921,7.0112,15.147,5345,FALSE
9838060,23.8158285,0.0001407,55059.28757,0.024932,0.03,79.5734,11.9293,16.029,5365,FALSE
6672229,23.8323739,0.0001079,55023.88299,0.042837,0.09,72.3398,16.3679,15.581,5487,FALSE
7837302,23.8371361,0.0001005,54982.93557,0.03967,0.06,77.4028,9.2884,13.722,-1,TRUE
8823868,23.8761357,0.0001005,54988.00863,0.088534,0.16,77.7892,11.7294,11.409,9751,TRUE
9097120,23.8996529,0.0001005,54974.18242,0.024608,0.03,78.5185,11.3579,15.453,5957,FALSE
5090690,24.0233248,0.0001005,54961.58833,0.024263,0.04,71.905,12.6975,13.252,-1,TRUE
9658118,24.0599949,0.001923,55005.05735,0.06071,0.11,79.5375,11.3688,14.158,6225,FALSE
3757588,24.0899809,0.0001029,54987.28506,0.073726,0.12,72.3893,8.671,14.94,5214,FALSE
7821010,24.2382426,0.0001029,54969.61585,0.024871,0.03,75.6864,12.6856,10.816,6298,TRUE
7019489,24.259843,0.0001293,54965.48178,0.027534,-1,73.3787,15.1801,15.962,5283,FALSE
10849244,24.261683,0.0001029,54955.97928,0.04375,0.07,78.5724,17.927,12.325,5887,FALSE
8027591,24.2744321,0.0001029,54994.3977,-1,-1,75.9531,12.7733,11.42,-1,FALSE
5553652,24.3282319,0.0001054,54974.0412,0.041276,0.06,75.1039,7.6491,15.952,5143,FALSE
6041734,24.3400239,0.000133,54969.05811,0.028222,0.04,73.6759,11.5,15.28,5994,FALSE
8098728,24.485,0.0001029,55068.42794,0.286441,0.35,76.3466,12.2703,10.8,6404,TRUE
9761882,24.5859785,0.0001054,55006.71463,0.044466,0.06,77.3775,16.3133,15.598,5298,FALSE
11974540,24.6691944,0.0001054,54965.86326,0.059179,0.09,83.6681,12.2654,13.224,6507,TRUE
3128793,24.6793813,0.0001054,54970.77092,0.122631,0.23,71.8154,8.312,14.633,4371,TRUE
7670617,24.7038442,0.0001054,54969.12813,0.04424,0.07,74.2001,15.3266,15.517,4876,FALSE
10268809,24.7089993,0.0001054,54971.99995,0.034276,0.05,78.6809,15.2807,13.737,5787,FALSE
4950557,24.7147912,0.0001054,54957.77714,0.031492,0.04,74.9715,6.5005,12.526,6052,TRUE
10215422,24.8470804,0.0001079,54987.12691,0.043556,0.07,80.0913,12.116,14.608,5427,FALSE
4459068,24.9559946,0.0001079,54957.13781,-1,-1,71.5362,11.8212,11.458,8908,TRUE
11391755,25.1041145,0.0001135,54979.43386,0.166924,0.16,79.3851,18.6487,15.527,5876,TRUE
5983348,25.1507843,0.0001079,54983.34488,0.048482,0.08,75.8145,7.4059,15.048,5680,FALSE
7767733,25.198302,0.0001368,55202.00805,0.032853,0.05,77.2962,9.3066,15.94,5699,FALSE
10616656,25.285262,0.0001079,54968.96545,0.030704,0.04,81.6488,10.6837,12.138,6248,TRUE
7375348,25.3091256,0.0001079,54979.19724,0.050769,0.09,76.4973,9.7561,11.472,-1,TRUE
12302391,25.3217327,0.0001106,54972.68602,0.028505,0.03,81.9569,17.5003,15.128,5869,FALSE
10664416,25.3221744,0.0001106,55022.17439,-1,-1,79.7445,14.4708,14.856,4996,FALSE
10651945,25.3669964,0.0001135,55022.54752,0.036663,0.06,78.121,18.1501,15.538,5946,FALSE
11502172,25.4319585,0.0001106,54968.61708,0.033727,0.05,80.5844,16.4988,14.164,5571,FALSE
11521048,25.7028687,0.0001135,54976.41748,0.020393,0.03,83.0722,11.3967,14.917,5361,FALSE
4773155,25.7060003,0.0001106,54989.83747,0.361424,0.02,74.7258,6.5639,13.592,5447,FALSE
5553624,25.7620711,0.0001135,54972.73374,0.086419,0.13,75.1166,7.6603,14.231,5358,FALSE
6147573,25.8368331,0.0001135,54970.36339,0.038433,0.07,76.1487,7.2979,13.347,5503,FALSE
3858949,25.9511387,0.0001135,54987.88388,0.082366,0.26,72.3109,9.0108,14.576,5219,FALSE
3858884,25.9519309,0.0001135,54961.9287,0.095929,0.14,72.3046,9.021,9.277,-1,TRUE
3858879,25.9523109,0.0001135,55013.75002,0.096759,0.19,72.3156,9.0278,15.112,5658,FALSE
8155584,26.017915,0.0038107,54990.29958,0.026521,0.04,75.0261,15.1008,15.032,6053,FALSE
5771961,26.0664367,0.0001163,55009.86144,-1,-1,71.2546,16.0905,10.561,6977,TRUE
5217586,26.0688098,0.0001163,55080.40381,0.05075,0.08,75.4531,6.1723,14.106,5387,FALSE
5129777,26.1585303,0.0001163,55001.26457,-1,-1,75.4231,6.0256,12.881,8124,FALSE
7971389,26.3496135,0.0001163,54969.46245,0.021616,0.03,77.2653,9.9717,14.098,5791,FALSE
9016693,26.3680271,0.0001163,55002.58304,-1,-1,76.8364,14.3348,11.635,7020,FALSE
8445775,26.5082709,0.0001163,54982.62118,0.027782,0.04,78.3609,9.4817,13.876,5957,FALSE
2720096,26.6746797,0.000133,55003.02928,-1,-1,71.0796,9.0213,13.047,4832,FALSE
7049486,26.718425,0.0001193,54971.05084,0.050429,0.09,76.3433,9.0721,13.144,-1,FALSE
4840327,26.7371326,0.0001193,54979.84659,0.030975,0.04,72.9512,9.8375,12.688,5802,FALSE
6025124,26.8377244,0.0001226,54991.12434,0.011879,0.01,71.7023,15.9515,14.426,5931,FALSE
9846348,26.8931569,0.0001193,55012.949,0.015601,0.01,80.5271,10.231,13.754,5845,TRUE
5098444,26.9489863,0.0001193,54984.02268,0.081557,0.14,72.7091,11.0677,13.771,4615,TRUE
4931073,26.9512358,0.0001193,54956.97124,0.052407,0.08,73.2937,9.4166,11.957,6453,TRUE
6023859,27.0098782,0.0001407,55109.33776,0.013169,0.01,71.4494,16.3806,15.483,3928,FALSE
6042214,27.0462338,0.0001226,54977.90814,0.020238,0.02,73.7276,11.4013,14.173,6089,FALSE
12356914,27.3074554,0.0001226,54976.50832,0.028766,0.03,82.7871,15.8124,15.529,5368,FALSE
9632895,27.3220462,0.0001226,54965.42447,0.041092,0.06,76.0671,19.0264,13.552,5425,TRUE
5306720,27.3645235,0.000154,54976.47352,0.021974,0.03,75.7062,6.0716,15.244,5941,FALSE
11133313,27.4008932,0.0001226,54998.05477,-1,-1,80.0216,15.8513,12.238,5993,FALSE
6146838,27.4672014,0.0001226,54976.67187,0.026692,0.03,76.0885,7.4042,13.182,5338,FALSE
8415863,27.5337993,0.0001226,54980.24027,0.025433,0.03,74.6721,17.1717,12.921,-1,FALSE
9941387,27.6596084,0.0001259,54974.24714,0.024944,0.03,77.4801,16.9109,14.706,5150,FALSE
4376644,27.6777043,0.0001259,54979.11793,0.014917,0.01,73.0332,8.6865,13.767,5805,TRUE
8572936,27.7958079,0.0001259,54979.72307,0.031301,0.04,78.3387,9.8902,14.875,5706,TRUE
7668648,27.8185899,0.0001259,54963.3154,0.054044,0.08,73.9081,15.9242,15.325,5875,TRUE
6775985,27.955,0.0050535,54994.30602,0.025435,0.03,74.4765,12.0628,14.069,6540,FALSE
4142768,27.991603,0.0001259,54992.65087,-1,-1,70.3362,13.6305,12.12,5401,FALSE
8973000,28.0278725,0.0001259,54991.3475,0.104077,0.14,79.3517,9.2633,14.594,5294,FALSE
6504534,28.1625998,0.000133,54976.71704,0.020502,0.02,72.2647,16.1573,14.216,4788,TRUE
7837526,28.2972104,0.0001293,54970.23393,0.025733,0.03,77.4126,9.2421,12.796,6065,FALSE
11359305,28.4871148,0.0001293,54965.87151,0.024857,0.02,82.2277,12.2736,13.363,6101,FALSE
9847239,28.5078911,0.0001293,54965.79218,0.020553,0.02,80.5811,10.0651,14.876,5883,FALSE
2998124,28.5978844,0.0001293,54957.38553,0.056015,0.08,71.3787,8.9202,13.119,6374,FALSE
9426071,28.714204,0.000133,54986.89381,0.038191,0.05,80.5029,8.7952,13.765,6425,FALSE
8143170,28.785943,0.0001293,54970.11306,0.101593,0.15,73.2136,19.6846,12.85,4957,TRUE
7136958,29.0158532,0.0001696,55192.61632,0.055603,0.08,76.7873,8.6294,15.546,5553,FALSE
10223616,29.1245827,0.000133,54975.14465,0.09313,0.03,80.9928,10.5626,15.187,4375,TRUE
10030778,29.4731603,0.0001696,55194.2038,0.041755,0.07,81.0961,9.7497,15.957,5607,FALSE
5621125,29.6,0.0001368,55010.23628,0.052712,0.08,-1,-1,-1,-1,TRUE
11769801,29.7082201,0.0001368,54984.64717,-1,-1,82.7599,13.1526,11.549,6229,TRUE
6307537,29.7445241,0.0001368,54960.65901,0.177726,0.25,76.1992,7.6043,11.753,-1,TRUE
6431670,29.911485,0.0002985,55097.47673,0.04363,0.05,73.0003,14.262,16.128,5103,TRUE
10320341,30.1146913,0.0001407,54991.52827,0.035527,0.04,76.8613,20.0426,14.482,6061,FALSE
6778289,30.13015,0.0001407,54955.09995,0.081555,0.11,74.7066,11.5834,13.076,6320,FALSE
3098194,30.4765309,0.0001451,54969.97198,0.060392,0.1,69.0094,14.1354,13.901,5328,FALSE
3340313,30.5537,0.0004153,55006.9856,0.191221,0.05,70.8584,10.6865,16.245,6208,FALSE
9957659,30.6945523,0.0004153,54988.74719,0.037495,0.04,79.6914,12.1341,15.496,5932,FALSE
9957668,30.6953345,0.0001451,54958.02462,0.037485,0.04,79.6941,12.1337,12.508,6072,TRUE
7023960,30.882537,0.0001451,54984.52955,0.043153,0.05,73.8953,13.9636,14.857,5768,TRUE
4847843,30.9597261,0.0001451,55003.40879,0.038499,0.06,73.688,8.5392,13.405,5394,FALSE
4847832,30.9602366,0.0001451,54972.43416,0.039027,0.08,73.6832,8.5392,12.45,5648,FALSE
6042663,30.9717687,0.0001451,54984.53143,0.050474,0.07,73.7726,11.2997,15.596,5354,FALSE
4540632,31.0053991,0.0001494,54983.8608,0.018052,0.01,69.7085,16.0733,14.991,4818,FALSE
